2575,Bryant Vending Service,Apex,NC,27502,414 Blushing Rose Way,Wake,(919) 544-5058,N/A,Julia Moore,Manager,Female,3,351454,Automatic Merchandising Machine Operators,,
2576,Denning Vending Service,Cary,NC,27511,218 Briarcliff Ln,Wake,(919) 467-8977,N/A, ,,,3,351454,Automatic Merchandising Machine Operators,,
2577,Vending By Bain LLC,Garner,NC,27529,208 Lynnfield Ln,Johnston,(919) 662-7185,N/A,Frank Bain,Owner,Male,3,351454,Automatic Merchandising Machine Operators,,
2578,K DS Food Systems,Garner,NC,27529,111 Dowan Ct,Wake,(919) 779-0910,N/A, ,,,3,351454,Automatic Merchandising Machine Operators,,
2579,Kentucky Game Exchange,Lexington,KY,40505,931 Winchester Rd,Fayette,(859) 225-1228,(859) 225-1228,Stan Fish,Owner,Male,2,351331,Party Supplies Rental & Leasing,,
2580,Hardin-Laurent Inc,Port Orange,FL,32127,5987 Pelham Dr,Volusia,(386) 788-2267,N/A, ,,,3,351048,Automatic Merchandising Machine Operators,,
2581,Quality Snacks & Vending,Panama City,FL,32405,2337 Industrial Dr,Bay,(850) 763-4326,N/A,David Pulsifer,President,Male,3,351048,Automatic Merchandising Machine Operators,,
2582,Grande Games Inc,Daytona Beach,FL,32117,1115 Enterprise Ct Ste E,Volusia,(386) 788-7501,N/A,Joseph Gullo,Owner,Male,3,351048,Automatic Merchandising Machine Operators,,
2583,Snack Route Vending,Deltona,FL,32738,194 Poinciana Ln,Volusia,(407) 529-8913,N/A,Ronald Foley,Principal,Male,3,351048,Automatic Merchandising Machine Operators,,
2584,Laura Janes Snacks,Selah,WA,98942,1601 Nagler Rd,Yakima,(509) 697-5609,N/A, ,,,3,350643,Automatic Merchandising Machine Operators,,
2585,San Francisco Ice Co,San Francisco,CA,94124,45 Williams Ave,San Francisco,(415) 552-3060,N/A,Bruce Wisecarver,Owner,Male,2,349909,Business Services,,
2586,Action Vending,Conyers,GA,30013,1200 Azalea Cir Se,Rockdale,(404) 680-7804,N/A,Philip Dembure,President,Male,3,349833,Automatic Merchandising Machine Operators,,
2587,West End Vending Co,Pewaukee,WI,53072,W299n3464 Maple Ave,Waukesha,(262) 367-3600,N/A, ,,,3,349833,Automatic Merchandising Machine Operators,,
2588,P & B Vending,Marietta,GA,30064,2940 Sandstone Trl Sw,Cobb,(770) 427-5816,N/A, ,,,3,349833,Automatic Merchandising Machine Operators,,
2589,North Ga Coffee & Vending,Marietta,GA,30064,2814 Brookwest Dr Sw,Cobb,(770) 833-6473,N/A, ,,,3,349833,Automatic Merchandising Machine Operators,,
2590,Dixon Vending Service,Peachtree City,GA,30269,211 Garret Rdg,Fayette,(770) 487-2780,N/A,Michael Dixon,Owner,Male,3,349833,Automatic Merchandising Machine Operators,,
2591,Quality Vending,Odessa,TX,79764,2714 W Hillmont Rd,Ector,(432) 333-5760,N/A,Maria Gilindo,Owner,Female,3,349833,Automatic Merchandising Machine Operators,,
2592,Classic Vending,McDonough,GA,30253,226 Pebble Creek Dr,Henry,(770) 597-2852,N/A, ,,,3,349833,Automatic Merchandising Machine Operators,,
2593,Georgia Break Room Service,Norcross,GA,30093,1755 Wilwat Dr Ste F,Gwinnett,(770) 300-0313,N/A,Brian Dunn,Owner,Male,3,349833,Automatic Merchandising Machine Operators,,
2594,Rich N Delite Vending Service,Morrow,GA,30260,1590 Adamson Pkwy,Clayton,(770) 960-8821,N/A,Richard Harris,President,Male,3,349833,Automatic Merchandising Machine Operators,,
2595,Vetworks Vending Services,McDonough,GA,30252,922 Highway 81 E,Henry,(800) 947-9480,N/A, ,,,3,349833,Automatic Merchandising Machine Operators,,
2596,Premiere Wireless,Fayetteville,GA,30214,805 Lanier Ave W,Fayette,(770) 629-1733,N/A, ,,,3,349833,Automatic Merchandising Machine Operators,,
2597,Georgia Fresh Vending,Marietta,GA,30062,1492 Dansford Ct S,Cobb,(770) 310-3213,N/A,Douglas Clemans,Manager,Male,3,349833,Automatic Merchandising Machine Operators,,
2598,Joseph Lepore Vending Machines,Cape Coral,FL,33990,1010 Se 21st St,Lee,(239) 772-8540,N/A,Joseph Lepore,Owner,Male,3,349427,Automatic Merchandising Machine Operators,,
2599,Randy Wyatt Vending Machines,Indialantic,FL,32903,135 Washington Ave Apt B,Brevard,(321) 726-0928,N/A,Randy Wyatt,Owner,Unknown,3,349427,Automatic Merchandising Machine Operators,,
2600,Vendamerica Inc,Fort Myers,FL,33901,4125 Cleveland Ave,Lee,(239) 931-0434,N/A, ,,,3,349427,Automatic Merchandising Machine Operators,,
2601,GGS Star Vending,Cape Coral,FL,33904,311 Se 46th Ln,Lee,(239) 800-9566,N/A,Glenn Grahl,Owner,Male,3,349427,Automatic Merchandising Machine Operators,,
2602,Greater America Distributing Inc,Grimes,IA,50111,2105 Se 37th St Ste B,Polk,(515) 278-4455,(515) 278-4477,Mike Dobel,Owner,Male,3,348617,Automatic Merchandising Machine Operators,,
2603,Vending Machine Sales,Des Moines,IA,50315,18 E Army Post Rd,Polk,(515) 284-6992,N/A,Lou Kershbaumer,Owner,Unknown,3,348617,Automatic Merchandising Machine Operators,,
2604,Solo Vending,Savannah,GA,31408,1001 Davidson Dr,Chatham,(912) 507-4504,N/A, ,,,3,348617,Automatic Merchandising Machine Operators,,
2605,Vendamerica Inc,Port Charlotte,FL,33952,4043 Tamiami Trl,Charlotte,(941) 979-5863,N/A, ,,,3,348175,Automatic Merchandising Machine Operators,,
2606,Low Country Snacks,North Charleston,SC,29418,7275 Cross County Rd Ste C,Charleston,(843) 414-7491,N/A, ,,,2,347863,Retail Stores,,
2607,Idaho Vending,Meridian,ID,83642,1468 N Stonehenge Way,Ada,(208) 870-7721,N/A,Josh Butler,Owner,Male,3,347770,Automatic Merchandising Machine Operators,,
2608,J & D Vending Service,Wilmington,NC,28405,3050 Weatherby Ct,New Hanover,(910) 452-4799,N/A,Joe Porter,Owner,Male,3,347770,Automatic Merchandising Machine Operators,,
2609,Catskill Amusements Inc,Hurleyville,NY,12747,233 Main St,Sullivan,(845) 434-5343,N/A,Victor McCarthy,President,Male,3,346959,Automatic Merchandising Machine Operators,,
2610,Vons Vending,Savona,NY,14879,7926 Dusenbery Rd,Steuben,(607) 583-2283,N/A,Clayton King,Owner,Male,3,346959,Automatic Merchandising Machine Operators,,
2611,David Brown Vending,Newcastle,WY,82701,14 Kiowa Cir,Weston,(307) 746-9335,N/A,David Brown,Owner,Male,3,346959,Automatic Merchandising Machine Operators,,
2612,Hardy A S Co Inc,Malone,NY,12953,37 Webb Ave,Franklin,(518) 483-5990,N/A,John Hardy,President,Male,3,346959,Automatic Merchandising Machine Operators,,
2613,Badger Music & Equipment,Madison,WI,53718,3796 Highridge Rd,Dane,(608) 249-6794,N/A,Fred Kluever,Owner,Male,5,346169,Repair Shops & Related Services,,
2614,B & G Vending,Council Bluffs,IA,51501,825 S 13th St,Pottawattamie,(712) 323-1773,(712) 323-7981,Kenneth Widtfeldt,Owner,Male,3,346149,Automatic Merchandising Machine Operators,,
2615,Hickle Vending,Farmington,PA,15437,246 Farmington Ohiopyle Rd,Fayette,(724) 430-1993,N/A,Raymond Hickle,Owner,Male,3,345707,Automatic Merchandising Machine Operators,,
2616,Healthy Snacks Vending,Bethel Park,PA,15102,1024 Copsewood Dr,Allegheny,(412) 835-4079,N/A, ,,,3,345707,Automatic Merchandising Machine Operators,,
2617,Chuck Thomas Enterprises,Pittsburgh,PA,15227,101 E Willock Rd,Allegheny,(412) 885-7091,N/A,Chuck Thomas,Owner,Male,3,345707,Automatic Merchandising Machine Operators,,
2618,Sirofchuck Vending,Sutersville,PA,15083,625 3rd Ave,Westmoreland,(724) 872-6350,N/A, ,,,3,345707,Automatic Merchandising Machine Operators,,
2619,Amusement Supply Co,Tarentum,PA,15084,5176 Bull Creek Rd,Allegheny,(724) 226-8720,N/A,George Kratsas,Owner,Male,3,345707,Automatic Merchandising Machine Operators,,
2620,Novo Vending Service,Pittsburgh,PA,15229,735 Perry Hwy,Allegheny,(412) 366-8833,N/A,W Langhorst,Owner,Unknown,3,345707,Automatic Merchandising Machine Operators,,
2621,Iron City Vending,New Kensington,PA,15068,1061 Merwin Rd,Westmoreland,(724) 337-1466,N/A,Peter Raspanti,Owner,Male,3,345707,Automatic Merchandising Machine Operators,,
2622,Delhi Vending,Holt,MI,48842,4565 Spahr St,Ingham,(517) 694-7405,N/A, ,,,3,345707,Automatic Merchandising Machine Operators,,
2623,Tech Vending,New Baltimore,MI,48051,47783 Gratiot Ave,Macomb,(586) 949-2510,N/A, ,,,5,345425,Repair Shops & Related Services,,
2624,A R Distributing,Armada,MI,48005,73481 Church St,Macomb,(586) 703-7763,(586) 992-9728,Mark Fasseel,Owner,Male,5,345425,Repair Shops & Related Services,,
2625,Sunshine Vending,Madison Heights,MI,48071,215 E Lincoln Ave,Oakland,(248) 548-8887,N/A,Gary Wheeler,Owner,Male,5,345425,Repair Shops & Related Services,,
2626,Break Time Vending,San Antonio,TX,78223,113 Hot Wells Blvd,Bexar,(210) 859-7039,N/A,Eli Moreno,Owner,Male,3,345301,Automatic Merchandising Machine Operators,,
2627,Ready Snacks Vending,San Antonio,TX,78216,9811 Mccullough Ave,Bexar,(210) 559-7561,N/A,Tammy Lull,Owner,Female,3,345301,Automatic Merchandising Machine Operators,,
2628,San Tex Vending Sales & Service,San Antonio,TX,78237,280 Village Traders,Bexar,(210) 621-7026,N/A, ,,,3,345301,Automatic Merchandising Machine Operators,,
2629,Cater-Matic Inc,Great Falls,MT,59405,1517 Sunnyside Ave,Cascade,(406) 453-8057,N/A,Ken Busko,President,Male,3,345301,Automatic Merchandising Machine Operators,,
2630,Deike Phonograph Co,San Antonio,TX,78212,323 Earl St,Bexar,(210) 828-4770,(210) 930-2766,Steven Deike,Owner,Male,3,345301,Automatic Merchandising Machine Operators,,
2631,Tema Sales & Leasing,Great Falls,MT,59401,1315 8th Ave N,Cascade,(406) 727-8818,(406) 761-4401,Theodore Mitchell,President,Male,3,345301,Automatic Merchandising Machine Operators,,
2632,Golden Gaming,Gardnerville,NV,89410,1341 Us Highway 395 N,Douglas,(775) 783-0010,N/A, ,,,3,344454,Automatic Merchandising Machine Operators,,
2633,BCS Vending/Forms,Niagara Falls,NY,14304,8929 Champlain Ave,Niagara,(716) 283-0521,N/A,Basil Stahlman,Owner,Male,3,344049,Automatic Merchandising Machine Operators,,
2634,Myers Vending Co,Pleasant View,TN,37146,1002 Ridgeview Dr,Cheatham,(352) 787-6857,N/A,Jeff Myers,Manager,Unknown,3,344049,Automatic Merchandising Machine Operators,,
2635,Larry's Vending,Nashville,TN,37217,604 Glenpark Ct,Davidson,(615) 367-5058,N/A, ,,,3,344049,Automatic Merchandising Machine Operators,,
2636,Teatime Vending,Nashville,TN,37206,929 Cahal Ave,Davidson,(615) 828-6639,N/A,Curry Worsham,Owner,Male,3,344049,Automatic Merchandising Machine Operators,,
2637,Web Merchant,Buffalo,NY,14228,12 Partridge Run,Erie,(716) 688-2504,N/A, ,,,3,344049,Automatic Merchandising Machine Operators,,
2638,M S Vending,Smyrna,TN,37167,500 Columbus Ct,Rutherford,(615) 355-4360,N/A,Marvin Sullivan,Principal,Male,3,344049,Automatic Merchandising Machine Operators,,
2639,Trey Dove,Hermitage,TN,37076,808 Tunewood Ct,Davidson,(615) 300-4446,N/A, ,,,3,344049,Automatic Merchandising Machine Operators,,
2640,Mikes Amusement,Buffalo,NY,14212,1300 Broadway St,Erie,(716) 896-1300,N/A,Robert Wnek,President,Male,3,344049,Automatic Merchandising Machine Operators,,
2641,Action Video & Vending,Buffalo,NY,14223,463 Woodland Dr,Erie,(716) 834-4047,N/A,Mark Whitelaw,Owner,Male,3,344049,Automatic Merchandising Machine Operators,,
2642,Vending Center,Nashville,TN,37210,1120 Elm Hill Pike Ste 145,Davidson,(615) 244-3020,(615) 254-9542,Tonny Fite,Manager,Male,3,344049,Automatic Merchandising Machine Operators,,
2643,Superior Coffee & Beverage Service,Tallahassee,FL,32303,4525 Capital Cir Nw,Leon,(850) 514-1209,N/A,Kenny Faris,Owner,Male,2,343906,Retail Stores,,
2644,Frank Sims Vending Machines,Kansas City,MO,64130,3815 E 61st St,Jackson,(816) 363-8278,N/A, ,,,3,343644,Automatic Merchandising Machine Operators,,
2645,K C Party/Event Rentals,Kansas City,MO,64111,3909 Broadway Blvd,Jackson,(816) 753-8834,N/A,Jack Bebermeyer,Owner,Male,3,343644,Automatic Merchandising Machine Operators,,
2646,Advanced Vending,Blue Springs,MO,64015,4001 Sw Us Highway 40,Jackson,(816) 224-2722,N/A,Joe Knoche,Owner,Male,3,343644,Automatic Merchandising Machine Operators,,
2647,Tasty Vending,Lakeland,FL,33801,1049 Lowry Ave,Polk,(863) 221-2222,N/A, ,,,3,343201,Automatic Merchandising Machine Operators,,
2648,Frank's Multi Vending,Davenport,FL,33837,113 W Maple St,Polk,(863) 422-1302,N/A,Frank Sedore,Owner,Male,3,343201,Automatic Merchandising Machine Operators,,
2649,Antique & Modern Jukeboxes,Brownsburg,IN,46112,5755 N County Road 550 E,Hendricks,(317) 459-8599,N/A, ,,,3,343201,Automatic Merchandising Machine Operators,,
2650,Joy Distributing Co,Auburndale,FL,33823,305 Gandy Rd,Polk,(863) 967-6300,(863) 967-6300,Joe Cortez,Owner,Male,3,343201,Automatic Merchandising Machine Operators,,
2651,Springhill Unlimited,Heath,OH,43056,4453 Spring Hill Rd,Licking,(740) 763-4077,N/A,Larry Morrison,Owner,Male,3,342796,Automatic Merchandising Machine Operators,,
2652,B & G Vending,Newark,OH,43055,1223 Granville Rd,Licking,(740) 344-8968,N/A,Bob Smith,Owner,Male,3,342796,Automatic Merchandising Machine Operators,,
2653,Frankfort Snack Sales Inc,Frankfort,KY,40601,2158 Commercial Dr,Franklin,(502) 875-4723,N/A,William Cunningham,Owner,Male,3,342679,Optical Goods Stores,,
2654,Albright Vending,Crouse,NC,28033,1139 Hephzibah Church Rd,Gaston,(704) 530-8825,N/A,Tony Albright,Owner,Male,3,342354,Automatic Merchandising Machine Operators,,
2655,Vending Solutions,Lubbock,TX,79407,2218 Upland Ave,Lubbock,(806) 799-4788,N/A,Damy Donahoo,Owner,Unknown,3,342354,Automatic Merchandising Machine Operators,,
2656,A & F Vending,Kannapolis,NC,28081,1901 S Main St,Cabarrus,(704) 938-5509,N/A,Tony Valdez,Manager,Male,3,342354,Automatic Merchandising Machine Operators,,
2657,Snack Place Vending,Sparta,MI,49345,1300 Algoma Highlands Dr Ne,Kent,(616) 887-3650,N/A,Glenn Place,Owner,Male,3,342354,Automatic Merchandising Machine Operators,,
2658,J C Vending & Amusement,Corpus Christi,TX,78418,14493 S Padre Island Dr,Nueces,(361) 728-8088,N/A,Berry Langford,Owner,Unknown,3,341507,Automatic Merchandising Machine Operators,,
2659,Raad,Appleton,WI,54914,3226 N Rambling Rose Dr,Outagamie,(920) 731-0064,N/A,Richard Decrock,Principal,Male,3,341507,Automatic Merchandising Machine Operators,,
2660,Rudy Metz Coin Machines,Amarillo,TX,79106,3211 W Amarillo Blvd,Potter,(806) 373-4610,(806) 373-6913,Rudy Metz,Owner,Unknown,3,341102,Automatic Merchandising Machine Operators,,
2661,JBL Vending Services,Denham Springs,LA,70706,35071 Stonecastle Dr,Livingston,(225) 907-6135,N/A,Tim Le Blanc,Owner,Male,3,340659,Automatic Merchandising Machine Operators,,
2662,All In One Vending,Glen Allen,VA,23060,10802 Canaan Valley Ct,Henrico,(804) 270-0182,N/A, ,,,5,340497,Repair Shops & Related Services,,
2663,2-D Vending,Victoria,TX,77904,303 Bedivere Dr,Victoria,(361) 575-0002,N/A,Danny Glaze,Owner,Male,3,340254,Automatic Merchandising Machine Operators,,
2664,Ace Vending Service,East Grand Forks,MN,56721,10077 452nd Ave Nw,Polk,(218) 773-8599,N/A,Kenneth Ray,Owner,Male,3,340254,Automatic Merchandising Machine Operators,,
2665,Global Refreshments Technologies LLC,Canton,SD,57013,47862 Us Highway 18,Lincoln,(605) 496-1885,N/A,David Woodworth,Owner,Male,3,339812,Automatic Merchandising Machine Operators,,
2666,Arcadian Enterprises,Bokeelia,FL,33922,5888 Sea Bass Rd,Lee,(239) 283-6333,N/A,Jeff Michaelson,Owner,Male,2,339184,Automated Teller Machines,,
2667,Coin-Op Amusements,Hamburg,NY,14075,S4252 Camp Rd,Erie,(716) 627-4110,N/A,Oscar Williams,Owner,Male,2,339006,Retail Stores,,
2668,Juliette Vending,Las Cruces,NM,88001,1135 Pecos St,Dona Ana,(575) 523-4872,N/A,Jesus Ambriz,Owner,Male,3,338081,Automatic Merchandising Machine Operators,,
2669,Consolidated Music Co,Las Cruces,NM,88005,1062 N Valley Dr,Dona Ana,(575) 524-4175,N/A,Joe Di Matteo,Owner,Male,3,338081,Automatic Merchandising Machine Operators,,
2670,Advanced Vending Solutions,Charlotte,NC,28216,6205 Pamela Dr,Mecklenburg,(704) 622-7971,N/A,Bill Seagrove,Owner,Male,2,337336,Retail Stores,,
2671,Jack's Candies,Longview,TX,75605,444 Greenhill Rd,Gregg,(903) 663-1861,N/A, ,,,3,337233,Automatic Merchandising Machine Operators,,
2672,Reids Distributing Co,Columbia,SC,29223,737 Ross Rd,Richland,(803) 788-8791,N/A,Robert Reid,Owner,Male,3,337233,Automatic Merchandising Machine Operators,,
2673,Harmon Vending,Lexington,KY,40504,107 Trafton St Ste 2130,Fayette,(859) 255-5921,N/A,Don Harmon,Owner,Male,3,337233,Automatic Merchandising Machine Operators,,
2674,Gus Vending & Coffee,Bloomsburg,PA,17815,16 Shadbush Dr,Columbia,(570) 389-1626,N/A, ,,,3,337233,Automatic Merchandising Machine Operators,,
2675,Golden Ray Food Service Inc,Asheville,NC,28803,501 Sweeten Creek Industrial Park,Buncombe,(828) 274-9154,(828) 274-3083,Michael Ray,Owner,Male,3,337233,Automatic Merchandising Machine Operators,,
2676,Billiards Games & Things,Harrisonburg,VA,22801,51 Burgess Rd Ste E,Harrisonburg City,(540) 434-3255,(540) 432-0494,Wayne Craun,President,Male,3,337233,Automatic Merchandising Machine Operators,,
2677,Jett Vending,Arlington,TN,38002,155 Burrow Cemetery Rd,Shelby,(901) 734-5941,N/A,Elton Mask,Owner,Male,3,336791,Automatic Merchandising Machine Operators,,
2678,Rothenbach Vending,Oshkosh,WI,54901,320 E Irving Ave,Winnebago,(920) 233-4766,N/A,Reginald Rothenbach,Owner,Male,3,336791,Automatic Merchandising Machine Operators,,
2679,Jackson Provendor,Memphis,TN,38127,4121 Drowsy Ln,Shelby,(901) 353-3440,N/A, ,,,3,336791,Automatic Merchandising Machine Operators,,
2680,Jacks Vending Mach Repair,Austell,GA,30106,5461 Ledford Dr,Cobb,(678) 328-7781,N/A,Jack James,Owner,Male,5,336633,Repair Shops & Related Services,,
2681,C A Timbes Vending & Food Service,Conway,SC,29526,289 Highway 544,Horry,(843) 347-3030,(843) 347-2556,Charles Timbes,Owner,Male,3,336349,Automatic Merchandising Machine Operators,,
2682,Empire Ice & Vending LLC,Supply,NC,28462,1411 Holden Beach Rd Sw,Brunswick,(910) 200-1630,N/A,Ronald Hewett,Manager,Male,3,336349,Automatic Merchandising Machine Operators,,
2683,S & K Vending,Hunlock Creek,PA,18621,5843 Main Rd,Luzerne,(570) 675-5180,N/A,Stanley Joseph,Owner,Male,3,335944,Automatic Merchandising Machine Operators,,
2684,North East Vending,Wilkes Barre,PA,18705,453 N Washington St,Luzerne,(570) 825-1206,N/A, ,,,3,335944,Automatic Merchandising Machine Operators,,
2685,Amusement & Billiards Co,Ocala,FL,34480,3910 S Pine Ave Ste A,Marion,(352) 622-3777,(352) 622-4333,Robert Wilson,Owner,Male,3,334176,Automatic Merchandising Machine Operators,,
2686,Middle Tennessee Amusement,Clarksville,TN,37040,209 Gatlin St,Montgomery,(931) 648-8682,N/A,Randy Young,Owner,Unknown,3,333734,Automatic Merchandising Machine Operators,,
2687,Ez Choice Vending Machine,Louisville,KY,40258,7702 Edna M Rd,Jefferson,(502) 933-8035,N/A,James Whayne,Owner,Male,3,333291,Automatic Merchandising Machine Operators,,
2688,J & J Vending,Gallup,NM,87301,305 W Mesa Ave,Mckinley,(505) 722-7523,N/A,Ron Spudic,Owner,Male,3,333291,Automatic Merchandising Machine Operators,,
2689,Schmaltzes Sales,Gallup,NM,87301,313 Mckee Dr,Mckinley,(505) 863-5758,N/A,John Schmaltz,Owner,Male,3,333291,Automatic Merchandising Machine Operators,,
2690,Wildcat Vending & Amusement,Garden Plain,KS,67050,505 N Sedgwick St,Sedgwick,(316) 650-2023,N/A,Craig Nelson,President,Male,3,333291,Automatic Merchandising Machine Operators,,
2691,Gale Vending,Andover,KS,67002,408 Greenvalley Dr,Butler,(316) 733-8603,N/A,Mark Gale,Owner,Male,3,333291,Automatic Merchandising Machine Operators,,
2692,Chuck E'z Snacks,Woodway,TX,76712,201 Woodfall Dr,Mclennan,(254) 751-0627,N/A, ,,,3,332849,Automatic Merchandising Machine Operators,,
2693,Kinzua Country Enterprises,Youngsville,PA,16371,1885 Samuelson Rd,Warren,(814) 489-3322,N/A,Elizabeth Dropp,Owner,Female,3,332849,Automatic Merchandising Machine Operators,,
2694,Glaudas Amusements,Pottsville,PA,17901,534 S Centre St,Schuylkill,(570) 622-7794,N/A,Michael Glauda,Owner,Male,3,332849,Automatic Merchandising Machine Operators,,
2695,Zanot John A Vend Mach,Rimersburg,PA,16248,258 Acme St,Clarion,(814) 473-6276,N/A,Tim Zanot,Owner,Male,3,332849,Automatic Merchandising Machine Operators,,
2696,Bittner Vending Inc,Berlin,PA,15530,500 Broadway St,Somerset,(814) 267-4122,(814) 267-5824,Kim Bittner,Manager,Unknown,3,332849,Automatic Merchandising Machine Operators,,
2697,Beeler Vending,Coraopolis,PA,15108,470 Moon Clinton Rd,Allegheny,(412) 375-7936,N/A, ,,,5,332663,Repair Shops & Related Services,,
2698,Houston Music Co,Tulsa,OK,74104,2239 E 6th St,Tulsa,(918) 592-3038,(918) 592-3178,Dorian Dolph,Owner,Unknown,3,332407,Automatic Merchandising Machine Operators,,
2699,T & S Vending Inc,Tulsa,OK,74145,4657 S 83rd East Ave Ste E,Tulsa,(918) 610-7376,N/A,Tom Swartzkoef,Owner,Male,3,332407,Automatic Merchandising Machine Operators,,
2700,Imperial Inc,Pawhuska,OK,74056,535 Leahy Ave,Osage,(405) 547-8315,N/A, ,,,3,332407,Automatic Merchandising Machine Operators,,
2701,Browns Amusements,Tomahawk,WI,54487,N11417 Half Moon Lake Rd,Lincoln,(715) 453-2228,N/A,Benjamin Brown,Owner,Male,3,332236,"Hobby, Toy, & Game Stores",,
2702,Dragon Vending,Dayton,OH,45459,6231 Munger Rd,Montgomery,(937) 428-9334,N/A,David Galaise,Owner,Male,3,331965,Automatic Merchandising Machine Operators,,
2703,Oshkosh Vending LLC,Oshkosh,WI,54901,305 E Gruenwald Ave,Winnebago,(920) 420-0097,(920) 426-1863,Carla Hoppe,Owner,Female,2,331855,Retail Stores,,
2704,Cherokee Vending,Maryville,TN,37801,434 Ruth Riggs Way,Blount,(865) 382-1804,N/A,Bobby Hopkins,Owner,Unknown,3,331523,Automatic Merchandising Machine Operators,,
2705,J & J Vending,El Paso,TX,79935,10409 Allway Dr,El Paso,(915) 449-3004,N/A,Deanna Rochon,Owner,Female,3,331523,Automatic Merchandising Machine Operators,,
2706,Sweeth Tooth Condiments,Oak Ridge,TN,37830,207 Louisiana Ave,Anderson,(865) 483-6074,N/A,Wesley Sims,Owner,Male,3,331523,Automatic Merchandising Machine Operators,,
2707,TVF Enterprises,Corryton,TN,37721,8107 Coppock Rd,Knox,(865) 922-2010,N/A,Fred Redmond,President,Male,3,331523,Automatic Merchandising Machine Operators,,
2708,Ford Vending Service,Roanoke,IN,46783,10213 Aboite Rd,Allen,(260) 672-3712,N/A,Malon Krinn,Owner,Male,3,331523,Automatic Merchandising Machine Operators,,
2709,Classic Endeavors Vending,Gardnerville,NV,89410,1292 Industrial Ct Ste 1,Douglas,(775) 782-8444,N/A,Tom Stapp,Owner,Male,5,331458,Repair Shops & Related Services,,
2710,School Share Vending Co,Beaumont,TX,77706,1320 Norwood Dr,Jefferson,(409) 866-7820,N/A, ,,,3,331081,Automatic Merchandising Machine Operators,,
2711,R B R Vending,Denison,TX,75020,401 W Coffin St,Grayson,(903) 465-1858,N/A,Ronnie Carson,Owner,Unknown,3,331081,Automatic Merchandising Machine Operators,,
2712,Robs Amusement,Clarkston,WA,99403,661 Walk Ln,Asotin,(509) 552-1034,N/A,Rob Nye,Owner,Male,3,331081,Automatic Merchandising Machine Operators,,
2713,Reliable Vending,Logan,UT,84321,1514 Talon Dr,Cache,(435) 755-3490,N/A, ,,,3,330160,Automatic Merchandising Machine Operators,,
2714,Rodger's Vending & Coffee Service,Cincinnati,OH,45215,325 Clark Rd,Hamilton,(513) 522-9064,N/A,Rodger McGoron,Owner,Male,3,329718,Automatic Merchandising Machine Operators,,
2715,Citywide Vending,Cincinnati,OH,45247,7401 Sheed Rd,Hamilton,(513) 385-6576,N/A,Clifford Clausing,Owner,Male,3,329718,Automatic Merchandising Machine Operators,,
2716,Top Gun Vending LLC,Cincinnati,OH,45247,3722 Jessup Rd,Hamilton,(513) 741-9202,N/A,Kenneth Rehm,Owner,Male,3,329718,Automatic Merchandising Machine Operators,,
2717,Fun Merchandise,Hamilton,OH,45011,2517 Eastridge Dr,Butler,(513) 868-0713,N/A, ,,,3,329718,Automatic Merchandising Machine Operators,,
2718,Beechmont Beverage Drive,Cincinnati,OH,45230,7172 Beechmont Ave,Hamilton,(513) 232-7820,(513) 232-7820,Scott Murdock,Owner,Male,3,329718,Automatic Merchandising Machine Operators,,
2719,Office Snak Service,Cincinnati,OH,45214,253 W Mcmicken Ave,Hamilton,(513) 381-8900,(513) 579-0267,Walter Foster,Owner,Male,3,329718,Automatic Merchandising Machine Operators,,
2720,Southeastern Vending Services,Charlotte,NC,28217,1328 Cross Beam Dr Ste B,Mecklenburg,(704) 394-4911,N/A,Jon Hollar,Owner,Male,5,329437,Repair Shops & Related Services,,
2721,American Vending,Lubbock,TX,79424,12001 County Road 1700,Lubbock,(806) 794-9146,N/A,Dean Foerster,Owner,Male,5,329437,Repair Shops & Related Services,,
2722,Coast Vending LLC,Diamondhead,MS,39525,2 Timber Park,Hancock,(228) 861-0900,N/A,Sean Poulton,Owner,Male,3,328834,Automatic Merchandising Machine Operators,,
2723,Owen Music & Games,Vero Beach,FL,32960,1160 35th Ave,Indian River,(772) 569-1566,N/A,Don Owen,Owner,Male,3,328834,Automatic Merchandising Machine Operators,,
2724,Superior Vending LLC,Moss Point,MS,39563,2402 Jefferson Ave,Jackson,(228) 497-2906,N/A,Charles Davis,Owner,Male,3,328834,Automatic Merchandising Machine Operators,,
2725,Next Generation Vending & Food Service,Middleton,MA,1949,3 Ajootian Way Unit E1,Essex,(978) 777-7300,N/A, ,,,2,328831,Business Services,,
2726,Asap Vending Inc,Evansville,IN,47715,4926 Temple Ave,Vanderburgh,(812) 425-8363,N/A,Gabrien Hunt,Owner,Male,2,328406,Retail Stores,,
2727,Gay's Music & Vending Co,Idaho Falls,ID,83401,3085 N 15th E,Bonneville,(208) 523-7774,(208) 523-7776,Mike Griggs,Owner,Male,3,328392,Automatic Merchandising Machine Operators,,
2728,CMH Vending Service LLC,Julian,NC,27283,5305 Southmont Dr,Guilford,(336) 698-0679,N/A,Charles Hodges,Owner,Male,3,328392,Automatic Merchandising Machine Operators,,
2729,Ace Vending,High Point,NC,27265,4101 Tecumseh St,Guilford,(336) 812-3834,N/A,Lee De Bottis,President,Unknown,3,328392,Automatic Merchandising Machine Operators,,
