Business Name,Physical Address,Physical Address Number,Physical Address Name,Physical Address Suffix,Physical City,Physical State,Physical ZIP,Physical ZIP 4,Key Executive Name,First Name,Last Name,Title,Gender,Location Employee Size,Corporate Employee Size,Revenue / Yr,Phone,Fax,Toll-Free,County Name,County Population,Metro Area,Latitude,Longitude,Main Line of Business,Primary SIC,Primary SIC Description,NAICS 1,NAICS 1 Description,Non-Profit,Number of PCs,Public / Private,Square Footage,Website,Women Owned,Year Established,Fortune 1000 Ranking,Credit Score,2017 Revenue/Yr,2016 Revenue/Yr,2015 Revenue/Yr,2016 % Sales Growth,2015 % Sales Growth,Home Based Business,Holding Parent Name,Franchise Type
Loudonville Times Shopper,263 W Main St,263,Main,St,Loudonville,OH,44842,1135,Jim Brewer,Jim,Brewer,Manager,Male,7,,"$748,822 ",(419) 994-5600,(419) 994-5826,N/A,Ashland,"Up to 24,999","Ashland, OH",40.635556,-82.236422,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",www.theloudonvilletimes.com,No,2010,,86,748822,855797,855797,-12.5,0,No,,
Louisville Herald Inc,308 S Mill St,308,Mill,St,Louisville,OH,44641,1643,Chris Land,Chris,Land,Office Manager,Unknown,7,,"$808,244 ",(330) 875-5610,(330) 875-4475,N/A,Stark,"Up to 24,999","Canton-Massillon, OH",40.836054,-81.258025,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",www.louisvilleherald.com,No,1887,,90,808244,923707,1154634,-12.5,-20,No,,
Mark V Advertising,2525 Ivy Hill Cir,2525,Ivy Hill,Cir,Cortland,OH,44410,9309,Howard Lewis,Howard,Lewis,Owner,Male,10,,"$1,493,019 ",(330) 372-5554,N/A,N/A,Trumbull,"Up to 24,999","Youngstown-Warren-Boardman, OH",41.2865472,-80.7632912,Advertising Agencies,7311001,Advertising Agencies,541810,Advertising Agencies,No,10 to 24,Private,"1,000 to 4,999",,No,1976,,93,1493019,1493019,1493019,0,0,No,,
Mid America Boating,3091 Mayfield Rd Ste 315,3091,Mayfield,Rd,Cleveland,OH,44118,1732,Carl Lillis,Carl,Lillis,Owner,Male,4,,"$225,265 ",(216) 371-5750,N/A,N/A,Cuyahoga,"250,000 to 499,999","Cleveland-Elyria, OH",41.51597228,-81.56908472,Graphic Designers,7336002,Graphic Designers,541430,Graphic Design Services,No,5 to 9,Private,Up to 999,www.midamericaboating.com,No,1976,,87,225265,168949,112633,33.33,50,No,,
Middlefield Post,15520 W High St,15520,High,St,Middlefield,OH,44062,9209, ,,,,,7,,"$809,436 ",(440) 632-0782,N/A,N/A,Geauga,"Up to 24,999","Cleveland-Elyria, OH",41.463391,-81.087578,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",www.middlefieldpost.com,No,2008,,86,809436,693802,462535,16.67,50,No,,
Minnesota Lawyer,354 Main St,354,Main,St,Conneaut,OH,44030,2631,Bill Gaier,Bill,Gaier,President,Male,17,"1,708","$1,818,568 ",(612) 333-4244,N/A,N/A,Ashtabula,"Up to 24,999","Ashtabula, OH",41.942181,-80.55925,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,10 to 24,Private,"5,000 to 9,999",www.minnlawyer.com,No,,,89,1818568,2246467,1925543,-19.05,16.67,No,,
Motion System Distributor,1300 E 9th St,1300,9th,St,Cleveland,OH,44114,1501,Jane Cooper,Jane,Cooper,Manager,Female,7,,"$809,436 ",(210) 696-7000,N/A,N/A,Cuyahoga,"250,000 to 499,999","Cleveland-Elyria, OH",41.5041933,-81.690835,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",www.cmccontrols.com,No,2013,,78,809436,693802,462535,16.67,50,No,,
National Spray Equipment Manufacturers,550 Randall Rd,550,Randall,Rd,Elyria,OH,44035,2974,Bruce Bryan,Bruce,Bryan,Executive Officer,Male,19,,"$944,224 ",(440) 366-6808,N/A,N/A,Lorain,"50,000 to 99,999","Cleveland-Elyria, OH",41.392475,-82.081734,Business Associations,8611001,Business Associations,813910,Business Associations,No,10 to 24,Private,"1,000 to 4,999",www.ippmagazine.com,No,2013,,0,944224,1093312,1292096,-13.64,-15.38,No,,
Neighborhood News,8613 Garfield Blvd,8613,Garfield,Blvd,Cleveland,OH,44125,1317,Mary Malisiak,Mary,Malisiak,General Manager,Female,7,,"$809,436 ",(216) 441-2141,(216) 441-0058,N/A,Cuyahoga,"250,000 to 499,999","Cleveland-Elyria, OH",41.429532,-81.624231,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",www.theneighborhoodnews.com,No,1923,,90,809436,809436,925070,0,-12.5,No,,
News Journal,,,,,Mansfield,OH,44901,, ,,,,,1,,"$113,132 ",(419) 943-2116,N/A,N/A,Richland,"25,000 to 49,999","Mansfield, OH",40.7636,-82.51372,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,Up to 4,Private,Up to 999,,No,2016,,72,113132,113132,113132,0,0,No,,
News Journal,,,,,Mansfield,OH,44903,, ,,,,,1,,"$113,132 ",(419) 521-7232,N/A,(800) 472-5547,Richland,"25,000 to 49,999","Mansfield, OH",40.7726,-82.52538,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,Up to 4,Private,Up to 999,,No,,,72,113132,113132,113132,0,0,No,,
Newspaper Drivers Union Teamsters Local 473,6511 Eastland Rd Ste 140,6511,Eastland,Rd,Brookpark,OH,44142,1309, ,,,,,3,,N/A,(440) 234-0473,N/A,N/A,Cuyahoga,,"Cleveland-Elyria, OH",41.392607,-81.840458,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,Yes,Up to 4,Private,"1,000 to 4,999",,No,2007,,0,0,0,0,0,0,No,,
Newspaper Network of Cent Oh,70 W 4th St,70,4th,St,Mansfield,OH,44903,1676, ,,,,,7,,"$791,921 ",(419) 522-1606,N/A,N/A,Richland,"25,000 to 49,999","Mansfield, OH",40.76122806,-82.51802739,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",,No,2017,,69,791921,905053,0,-12.5,0,No,,
Newstips Inc,13830 Braeburn Ln,13830,Braeburn,Ln,Novelty,OH,44072,9588, ,,,,,2,,"$231,267 ",(440) 338-8400,N/A,N/A,Geauga,"Up to 24,999","Cleveland-Elyria, OH",41.491173,-81.356669,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,Up to 4,Private,"1,000 to 4,999",www.newstips.com,No,,,83,231267,115634,231267,100,-50,Yes,,
Newstips Inc,7634 Kinsman Rd,7634,Kinsman,Rd,Novelty,OH,44072,9518,Martin Winston,Martin,Winston,Manager,Male,7,,"$809,436 ",(440) 338-8400,N/A,N/A,Geauga,"Up to 24,999","Cleveland-Elyria, OH",41.459904,-81.369391,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",www.newstips.com,No,,,86,809436,925070,925070,-12.5,0,Yes,,
Newton Falls Printing,27 E Broad St,27,Broad,St,Newton Falls,OH,44444,1604,Fee Waybill,Fee,Waybill,Owner,Unknown,3,,"$484,293 ",(330) 872-3532,(330) 872-3532,N/A,Trumbull,"Up to 24,999","Youngstown-Warren-Boardman, OH",41.18843,-80.976932,Commercial Printing,2759001,Commercial Printing,323111,Commercial Printing (except Screen and Books),No,Up to 4,Private,"1,000 to 4,999",,No,1878,,87,484293,807155,1130017,-40,-28.57,No,,
Niles Times,240 Franklin St Se,240,Franklin,St,Warren,OH,44483,5711,Kathleen Evanoff,Kathleen,Evanoff,Manager,Female,2,,"$228,621 ",(330) 841-1600,N/A,N/A,Trumbull,"25,000 to 49,999","Youngstown-Warren-Boardman, OH",41.234745,-80.815738,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,Up to 4,Private,"1,000 to 4,999",www.tribtoday.com,No,,,83,228621,228621,342932,0,-33.33,No,,
North Coast Voice Magazine,143 S Cedar St,143,Cedar,St,Geneva,OH,44041,1657,Carol Stouder,Carol,Stouder,Manager,Female,7,,"$748,822 ",(440) 415-0999,N/A,N/A,Ashtabula,"Up to 24,999","Ashtabula, OH",41.805763,-80.941399,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",,No,2012,,78,748822,962771,1176721,-22.22,-18.18,Yes,,
Northeast Ohio Newspaper Guild,1400 E Schaaf Rd,1400,Schaaf,Rd,Independence,OH,44131,1322, ,,,,,7,,"$809,436 ",(216) 661-6144,N/A,N/A,Cuyahoga,"Up to 24,999","Cleveland-Elyria, OH",41.4142117,-81.6550442,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",,No,2005,,86,809436,925070,1156337,-12.5,-20,No,,
North Ridgeville Press,158 Lear Rd,158,Lear,Rd,Avon Lake,OH,44012,1982,Kathy Kirsch,Kathy,Kirsch,Manager,Female,8,,"$925,070 ",(440) 933-5100,N/A,N/A,Lorain,"Up to 24,999","Cleveland-Elyria, OH",41.507526,-81.988615,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,10 to 24,Private,"1,000 to 4,999",www.2presspapers.com,No,1960,,86,925070,809436,578169,14.29,40,No,,
Odgen Directories,401 Herald Sq,401,Herald,Sq,Steubenville,OH,43952,2059, ,,,,,18,,"$2,639,697 ",(740) 284-1080,N/A,N/A,Jefferson,"Up to 24,999","Weirton-Steubenville, WV-OH",40.36544363,-80.61595943,Advertising Agencies,7311001,Advertising Agencies,541810,Advertising Agencies,No,25 to 99,Private,"1,000 to 4,999",,No,2007,,93,2639697,2932996,2199747,-10,33.33,No,,
Ogden Newspapers Inc,308 Maple St,308,Maple,St,Lisbon,OH,44432,1205,Michael Sweeney,Michael,Sweeney,Owner,Male,17,218,"$2,375,244 ",(330) 424-9541,N/A,N/A,Columbiana,"Up to 24,999","Salem, OH",40.76935,-80.772024,Advertising Agencies,7311001,Advertising Agencies,541810,Advertising Agencies,No,25 to 99,Private,"1,000 to 4,999",,No,2010,,93,2375244,2095804,2794405,13.33,-25,No,,
Ohio Cleveland Community News,17325 Euclid Ave,17325,Euclid,Ave,Cleveland,OH,44112,1247,Charles Huffman,Charles,Huffman,Manager,Male,7,,"$809,436 ",(216) 486-5930,N/A,N/A,Cuyahoga,"250,000 to 499,999","Cleveland-Elyria, OH",41.552328,-81.559933,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",,No,,,75,809436,693802,578169,16.67,20,No,,
Old Brooklyn Community Development Corp,2339 Broadview Rd,2339,Broadview,Rd,Cleveland,OH,44109,4177,Robyn Sandys,Robyn,Sandys,Executive Officer,Female,8,,N/A,(216) 459-1000,(216) 459-1741,N/A,Cuyahoga,"250,000 to 499,999","Cleveland-Elyria, OH",41.4392846,-81.70150777,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,Yes,10 to 24,Private,"1,000 to 4,999",www.oldbrooklyn.com,No,1976,,0,0,0,0,0,0,No,,
Ottawa County Exponent,250 Castalia St Ste E,250,Castalia,St,Bellevue,OH,44811,1200, ,,,,,39,,N/A,(419) 898-5361,(419) 898-0501,N/A,Huron,"Up to 24,999","Norwalk, OH",41.2761091,-82.8399159,Government Legislative Offices,9121001,Government Legislative Offices,921120,Legislative Bodies,No,25 to 99,Private,"5,000 to 9,999",,No,1871,,0,0,0,0,0,0,No,,
Page 1 N A,5683 Chestnut Ridge Rd,5683,Chestnut R,Rd,Hubbard,OH,44425,2804, ,,,,,7,,"$800,174 ",(330) 568-1311,N/A,N/A,Trumbull,"Up to 24,999","Youngstown-Warren-Boardman, OH",41.1936716,-80.6127161,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",,No,2001,,86,800174,800174,914485,0,-12.5,Yes,,
Plain Dealer,5330 Meadow Lane Ct,5330,Meadow Lan,Ct,Elyria,OH,44035,621, ,,,,,7,,"$809,436 ",(440) 934-0400,N/A,N/A,Lorain,"50,000 to 99,999","Cleveland-Elyria, OH",41.420674,-82.075559,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",,No,,,86,809436,1040703,1271971,-22.22,-18.18,No,,
Plain Dealer,107 Water St Ste 2,107,Water,St,Chardon,OH,44024,1258, ,,,,,7,,"$809,436 ",(800) 962-1165,N/A,N/A,Geauga,"Up to 24,999","Cleveland-Elyria, OH",41.580577,-81.204387,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",www.plaindealer.com,No,,,86,809436,925070,1156337,-12.5,-20,No,,
Plain Dealer,140 E Aurora Rd,140,Aurora,Rd,Northfield,OH,44067,2053, ,,,,,7,,"$802,467 ",(800) 628-6689,N/A,N/A,Summit,"Up to 24,999","Akron, OH",41.31402539,-81.53358838,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",www.plaindealer.com,No,,,86,802467,1031743,1146381,-22.22,-10,No,,
Plain Delear,,,,,Cleveland,OH,44102,, ,,,,,7,,"$809,436 ",(216) 999-5555,N/A,N/A,Cuyahoga,"250,000 to 499,999","Cleveland-Elyria, OH",41.47715,-81.74393,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",,No,2018,,69,809436,0,0,0,0,No,,
Plain Press,2012 W 25th St Ste 500,2012,25th,St,Cleveland,OH,44113,4131,Charles Hoven,Charles,Hoven,Executive Officer,Male,7,,"$809,436 ",(216) 621-3060,N/A,N/A,Cuyahoga,"250,000 to 499,999","Cleveland-Elyria, OH",41.4836912,-81.7036709,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",www.plainpress.org,No,1970,,90,809436,1040703,1271971,-22.22,-18.18,No,,
Plane & Pilot News,7600 Peck Rd,7600,Peck,Rd,Ravenna,OH,44266,9738,Beverly Hartong,Beverly,Hartong,President,Female,7,,"$802,467 ",(330) 296-5002,N/A,N/A,Portage,"Up to 24,999","Akron, OH",41.1974943,-81.2130971,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",www.planeandpilotnews.com,No,1976,,86,802467,802467,1031743,0,-22.22,Yes,,
Post Newspapers,5164 Normandy Park Dr Ste 100,5164,Normandy P,Dr,Medina,OH,44256,5903,Matt Dexter,Matt,Dexter,Executive Officer,Male,3,,"$346,901 ",(330) 721-7678,N/A,N/A,Medina,"25,000 to 49,999","Cleveland-Elyria, OH",41.1348776,-81.8009645,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,Up to 4,Private,"1,000 to 4,999",www.thepostnewspapers.com,No,2009,,87,346901,115634,115634,200,0,No,,
Pride of Geneva,72 W Main St,72,Main,St,Geneva,OH,44041,1226, ,,,,,7,,"$748,822 ",(440) 415-1150,N/A,N/A,Ashtabula,"Up to 24,999","Ashtabula, OH",41.80475805,-80.94857728,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",,No,2011,,78,748822,534873,748822,40,-28.57,No,,
Pymatuning Area News,37 Public Sq,37,Public,Sq,Andover,OH,44003,,Stacy Millbberg,Stacy,Millbberg,Manager,Unknown,7,,"$748,822 ",(440) 293-6097,N/A,N/A,Ashtabula,"Up to 24,999","Ashtabula, OH",41.60728475,-80.57208749,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",,No,1988,,86,748822,748822,855797,0,-12.5,No,,
Radio-TV Council of Cleveland,2001 Euclid Ave,2001,Euclid,Ave,Cleveland,OH,44115,, ,,,,,17,,"$1,965,773 ",(216) 687-5094,N/A,N/A,Cuyahoga,"250,000 to 499,999","Cleveland-Elyria, OH",41.5016469,-81.67682185,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,10 to 24,Private,"5,000 to 9,999",,No,,,89,1965773,2543941,2081407,-22.73,22.22,No,,
Reporter,1088 S Main St,1088,Main,St,Akron,OH,44301,1206,Carl Gordon,Carl,Gordon,Manager,Male,13,,"$1,490,295 ",(330) 535-7061,N/A,N/A,Summit,"100,000 to 249,999","Akron, OH",41.05685255,-81.52823988,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,10 to 24,Private,"5,000 to 9,999",www.akronnewsreporter.com,No,1969,,93,1490295,1031743,1146381,44.44,-10,No,,
Repository,,,,,Canton,OH,44721,,Paul Kostyu,Paul,Kostyu,Owner,Male,1,,"$115,463 ",(330) 877-3307,N/A,N/A,Stark,"50,000 to 99,999","Canton-Massillon, OH",40.89229,-81.33014,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,Up to 4,Private,Up to 999,www.cantonrep.com,No,,,83,115463,115463,115463,0,0,No,,
Restaurant Hospitality,1300 E 9th St Ste 300,1300,9th,St,Cleveland,OH,44114,1521,Mike Sanson,Mike,Sanson,Manager,Male,7,,"$809,436 ",(216) 696-7000,N/A,N/A,Cuyahoga,"250,000 to 499,999","Cleveland-Elyria, OH",41.5041933,-81.690835,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",www.hrcleveland.com,No,2013,,78,809436,925070,693802,-12.5,33.33,No,,
Review Newspapers,1123 W Park Ave,1123,Park,Ave,Niles,OH,44446,1188,John Kroner,John,Kroner,President,Male,12,,"$1,371,727 ",(330) 544-5500,N/A,N/A,Trumbull,"Up to 24,999","Youngstown-Warren-Boardman, OH",41.180598,-80.7831116,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,10 to 24,Private,"5,000 to 9,999",www.thereviewnewspapers.com,No,1995,,89,1371727,800174,571553,71.43,40,No,,
Royalton Recorder,13737 State Rd,13737,State,Rd,North Royalton,OH,44133,3907,Maria Magnelli,Maria,Magnelli,Manager,Female,7,,"$809,436 ",(440) 237-2235,(440) 237-6181,N/A,Cuyahoga,"25,000 to 49,999","Cleveland-Elyria, OH",41.315468,-81.724148,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",www.nroyaltonchamber.com,No,1941,,90,809436,578169,693802,40,-16.67,No,,
Rural Urban Record,24487 Squire Rd,24487,Squire,Rd,Columbia Station,OH,44028,9648, ,,,,,,,N/A,(440) 236-8982,N/A,N/A,Lorain,"Up to 24,999","Cleveland-Elyria, OH",41.303634,-81.907552,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,Up to 4,Private,Up to 999,www.rural-urbanrecord.com,No,,,60,0,0,0,0,0,No,,
Schloss Media,43 E Main St,43,Main,St,Carrollton,OH,44615,1221,Janet Grimes,Janet,Grimes,Manager,Female,6,,"$692,780 ",(330) 627-5591,N/A,N/A,Carroll,"Up to 24,999","Canton-Massillon, OH",40.5726609,-81.0852136,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",,No,1831,,86,692780,692780,461854,0,50,No,,
Senior News,2140 Gregory Ave,2140,Gregory,Ave,Youngstown,OH,44511,2206,Mark Ludwick,Mark,Ludwick,President,Male,3,,"$342,932 ",(330) 270-5442,(330) 286-0357,N/A,Mahoning,"50,000 to 99,999","Youngstown-Warren-Boardman, OH",41.070175,-80.694008,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,Up to 4,Private,"1,000 to 4,999",www.theseniornews.com,No,1995,,83,342932,342932,571553,0,-40,Yes,,
Shelby Daily Globe,37 W Main St,37,Main,St,Shelby,OH,44875,1238,Scott Gove,Scott,Gove,Manager,Male,12,,"$1,357,579 ",(419) 342-4276,(419) 342-4246,N/A,Richland,"Up to 24,999","Mansfield, OH",40.8814671,-82.6606648,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,10 to 24,Private,"5,000 to 9,999",www.sdgnewsgroup.com,No,1900,,93,1357579,1583842,1018184,-14.29,55.56,No,,
Shelby Daily Globe Inc,43 E Main St,43,Main,St,New London,OH,44851,1213,Karla Souslin,Karla,Souslin,Manager,Female,7,,"$748,822 ",(419) 929-3411,N/A,N/A,Huron,"Up to 24,999","Norwalk, OH",41.085346,-82.398186,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",www.sdgnewsgroup.com,No,1995,,86,748822,962771,748822,-22.22,28.57,No,,
St Clair & Suburban News,,,,,,,,, ,,,,,7,,"$809,436 ",(440) 944-6818,N/A,N/A,Lake,"Up to 24,999","Cleveland-Elyria, OH",41.59988,-81.47336,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",,No,1979,,86,809436,809436,1040703,0,-22.22,No,,
Steubenville Register,422 Washington St,422,Washington,St,Steubenville,OH,43952,2159,Daniel Conlon,Daniel,Conlon,Manager,Male,5,,N/A,(740) 282-3631,(740) 282-3238,N/A,Jefferson,"Up to 24,999","Weirton-Steubenville, WV-OH",40.361703,-80.615195,Churches,8661036,Churches,813110,Religious Organizations,Yes,5 to 9,Private,Up to 999,www.diosteub.org,No,2010,,0,0,0,0,0,0,No,,
Stumbo Publishing Co,347 Allen Dr,347,Allen,Dr,Mansfield,OH,44906,1001,Frank Stumbo,Frank,Stumbo,Manager,Male,10,,"$1,477,620 ",(419) 529-2847,N/A,N/A,Richland,"25,000 to 49,999","Mansfield, OH",40.7609448,-82.6260791,Advertising Agencies,7311001,Advertising Agencies,541810,Advertising Agencies,No,10 to 24,Private,"1,000 to 4,999",www.tribune-courier.com,No,1961,,93,1477620,1182096,1477620,25,-20,No,,
The Medina Gazette,885 W Liberty St,885,Liberty,St,Medina,OH,44256,1396, ,,,,,7,,"$809,436 ",(330) 725-4166,N/A,N/A,Medina,"25,000 to 49,999","Cleveland-Elyria, OH",41.140888,-81.884274,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",medinagazette.northcoastnow.com,No,,,69,809436,925070,0,-12.5,0,No,,
Trading Post Newspapers,,,,,Rittman,OH,44270,, ,,,,,1,,"$106,975 ",(330) 925-3040,N/A,N/A,Wayne,"Up to 24,999","Wooster, OH",40.97446,-81.7815,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,Up to 4,Private,Up to 999,,No,,,72,106975,106975,106975,0,0,No,,
Tribune,46 W Jefferson St,46,Jefferson,St,Jefferson,OH,44047,1028, ,,,,,7,,"$748,822 ",(440) 428-0790,N/A,N/A,Ashtabula,"Up to 24,999","Ashtabula, OH",41.7377194,-80.7718572,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",,No,,,75,748822,855797,855797,-12.5,0,No,,
Tribune-Courier,347 Allen Dr,347,Allen,Dr,Mansfield,OH,44906,1001,Kim Knapp,Kim,Knapp,Manager,Unknown,7,,"$791,921 ",(419) 529-2847,(419) 529-2847,N/A,Richland,"25,000 to 49,999","Mansfield, OH",40.7609448,-82.6260791,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",www.tribune-courier.com,No,1961,,86,791921,565658,565658,40,0,No,,
Trumbull County Legal News,108 Main Ave Sw Ste 700,108,Main,Ave,Warren,OH,44481,1010,Cheryl Biviano,Cheryl,Biviano,Manager,Female,4,,"$819,546 ",(330) 392-7112,N/A,N/A,Trumbull,"25,000 to 49,999","Youngstown-Warren-Boardman, OH",41.235258,-80.820925,Misc Publishers,2741001,Misc Publishers,511199,All Other Publishers,No,5 to 9,Private,"1,000 to 4,999",,No,1976,,87,819546,614659,819546,33.33,-25,No,,
Vermilion Photojournal,630 Main St,630,Main,St,Vermilion,OH,44089,1047,Karen Cornelius,Karen,Cornelius,Manager,Female,3,,"$320,924 ",(440) 967-5268,N/A,N/A,Erie,"Up to 24,999","Sandusky, OH",41.422465,-82.364968,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,Up to 4,Private,"1,000 to 4,999",,No,1959,,83,320924,427898,320924,-25,33.33,No,,
Villager Newspaper,27016 Knickerbocker Rd Ste 1,27016,Knickerboc,Rd,Bay Village,OH,44140,2386,Robert Tuneberg,Robert,Tuneberg,Owner,Male,7,,"$809,436 ",(440) 899-9277,(440) 899-1929,N/A,Cuyahoga,"Up to 24,999","Cleveland-Elyria, OH",41.478706,-81.91876,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",www.thevillagernewspaper.com,No,1996,,86,809436,1040703,1271971,-22.22,-18.18,No,,
Villager Publishing Co,8454 Windham St,8454,Windham,St,Garrettsville,OH,44231,9409, ,,,,,6,,"$687,829 ",(330) 527-5761,(330) 527-5145,N/A,Portage,"Up to 24,999","Akron, OH",41.27273,-81.0846596,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",,No,1994,,86,687829,458552,573191,50,-20,No,,
Vindicator,107 Vindcator Ln,107,Vindcator,Ln,Youngstown,OH,44515,,Mark Brown,Mark,Brown,General Manager,Male,7,,"$800,174 ",(330) 747-1478,N/A,N/A,Mahoning,"50,000 to 99,999","Youngstown-Warren-Boardman, OH",41.09534,-80.74537,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",www.vindy.com,No,,,86,800174,685864,457242,16.67,50,No,,
Vindicator Boardman,8075 Southern Blvd,8075,Southern,Blvd,Youngstown,OH,44512,6306, ,,,,,7,,"$800,174 ",(330) 259-1732,N/A,N/A,Mahoning,"50,000 to 99,999","Youngstown-Warren-Boardman, OH",41.004185,-80.650314,Newspapers Publishing & Printing,2711001,Newspapers Publishing & Printing,511110,Newspaper Publishers,No,5 to 9,Private,"1,000 to 4,999",www.vindy.com,No,2005,,86,800174,571553,800174,40,-28.57,No,,
